config,impl,dim,M,N,K,cycles,macs,ideal_cycles,util_pct,result
GemminiMXINT8DIM32RocketConfig,mx,32,64,64,64,4281,262144,256,5,PASS
GemminiMXINT8DIM32RocketConfig,mx,32,128,128,128,9967,2097152,2048,20,PASS
GemminiMXINT8DIM32RocketConfig,mx,32,256,256,256,45515,16777216,16384,35,PASS
